fbref_name,fpl_name,fuzzy_score,total_points,review,duplicated,missing_matchlogs
John McGinn,John McGinn,100.0,515.0,,,
David McGoldrick,David McGoldrick,100.0,165.0,,,
Michael McGovern,Michael McGovern,100.0,11.0,,,
Kenny McLean,Kenny McLean,100.0,146.0,,,
Takumi Minamino,Takumi Minamino,100.0,87.0,,,
Tyrick Mitchell,Tyrick Mitchell,100.0,375.0,,,
Simon Moore,Simon Moore,100.0,3.0,,,
Wesley Moraes,Wesley Moraes,100.0,71.0,,,
Ravel Morrison,Ravel Morrison,100.0,1.0,,,
Mason Mount,Mason Mount,100.0,558.0,,,
Marvelous Nakamba,Marvelous Nakamba,100.0,113.0,,,
Tanguy Ndombele,Tanguy Ndombele,100.0,166.0,,,
Pedro Neto,Pedro Lomba Neto,100.0,325.0,,,
Jeremy Ngakia,Jeremy Ngakia,100.0,36.0,,,
Oliver Norwood,Oliver Norwood,100.0,194.0,,,
Ørjan Nyland,Ørjan Nyland,100.0,15.0,,,
Jack O'Connell,Jack O'Connell,100.0,114.0,,,
Ben Osborn,Ben Osborn,100.0,107.0,,,
Troy Parrott,Troy Parrott,100.0,2.0,,,
Nicolas Pépé,Nicolas Pépé,100.0,265.0,,,
Brandon Pierrick,Brandon Pierrick,100.0,2.0,,,
Daniel Podence,Daniel Castelo Podence,86.0,262.0,1.0,,
Dennis Praet,Dennis Praet,100.0,125.0,,,
Teemu Pukki,Teemu Pukki,100.0,281.0,,,
Christian Pulisic,Christian Pulisic,100.0,325.0,,,
Ignacio Pussetto,Ignacio Pussetto,100.0,6.0,,,
Aaron Ramsdale,Aaron Ramsdale,100.0,547.0,,,
Pepe Reina,José Reina,100.0,41.0,,,
Roberto,Roberto Jimenez Gago,100.0,18.0,,,
Patrick Roberts,Patrick Roberts,100.0,3.0,,,
Callum Robinson,Callum Robinson,100.0,112.0,,,
Jack Robinson,Jack Robinson,100.0,78.0,,,
Rodri,Rodrigo Hernandez,100.0,563.0,,,
Lukas Rupp,Lukas Rupp,100.0,42.0,,,
Allan Saint-Maximin,Allan Saint-Maximin,100.0,359.0,,,
Mbwana Samatta,Mbwana Samatta,100.0,29.0,,,
Ismaila Sarr,Ismaila Sarr,100.0,81.0,,,
Billy Sharp,Billy Sharp,100.0,96.0,,,
Djibril Sidibé,Djibril Sidibé,100.0,74.0,,,
William Smallbone,William Smallbone,100.0,34.0,,,
Emile Smith Rowe,Emile Smith Rowe,100.0,245.0,,,
Tomáš Souček,Tomáš Souček,100.0,506.0,,,
Dennis Srbeny,Dennis Srbeny,100.0,13.0,,,
Jack Stacey,Jack Stacey,100.0,45.0,,,
Jed Steer,Jed Steer,100.0,2.0,,,
Enda Stevens,Enda Stevens,100.0,198.0,,,
Marco Stiepermann,Marco Stiepermann,100.0,32.0,,,
Japhet Tanganga,Japhet Tanganga,100.0,64.0,,,
Nathan Tella,Nathan Tella,100.0,66.0,,,
Alexander Tettey,Alexander Tettey,100.0,67.0,,,
Jordan Thomas,Jordan Thomas,100.0,1.0,,,
Luke Thomas,Luke Thomas,100.0,126.0,,,
Max Thompson,Max Thompson,100.0,1.0,,,
Kieran Tierney,Kieran Tierney,100.0,281.0,,,
Fikayo Tomori,Fikayo Tomori,100.0,48.0,,,
Trézéguet,Mahmoud Ahmed Ibrahim Hassan,100.0,155.0,,,
Leandro Trossard,Leandro Trossard,100.0,656.0,,,
Tom Trybull,Tom Trybull,100.0,28.0,,,
Jesús Vallejo,Jesús Vallejo Lázaro,90.0,1.0,,,
Indiana Vassilev,Indiana Vassilev,100.0,4.0,,,
Jake Vokins,Jake Vokins,100.0,3.0,,,
Mario Vrančić,Mario Vrancic,85.0,29.0,1.0,,
Kelland Watts,Kelland Watts,100.0,1.0,,,
Adam Webster,Adam Webster,100.0,329.0,,,
Jetro Willems,Jetro Willems,100.0,64.0,,,
Brandon Williams,Brandon Williams,100.0,92.0,,,
Neco Williams,Neco Williams,100.0,122.0,,,
Harry Wilson,Harry Wilson,100.0,237.0,,,
Christoph Zimmermann,Christoph Zimmermann,100.0,35.0,,,
Richairo Živković,Richairo Zivkovic,88.0,5.0,1.0,,
Tosin Adarabioyo,Tosin Adarabioyo,100.0,215.0,,,
Rayan Aït-Nouri,Rayan Aït-Nouri,100.0,116.0,,,
Semi Ajayi,Isaac Success Ajayi,86.0,46.0,1.0,,
Thiago Alcántara,Thiago Alcántara do Nascimento,100.0,247.0,,,
Rúnar Alex Rúnarsson,Rúnar Alex Rúnarsson,100.0,1.0,,,
Ezgjan Alioski,Ezgjan Alioski,100.0,110.0,,,
Allan,Marques Loureiro,100.0,,,,
Joachim Andersen,Joachim Andersen,100.0,411.0,,,
Elliot Anderson,Elliot Anderson,100.0,63.0,,,
Alphonse Areola,Alphonse Areola,100.0,243.0,,,
Luke Ayling,Luke Ayling,100.0,214.0,,,
Gareth Bale,Gareth Bale,100.0,113.0,,,
Donny van de Beek,Donny van de Beek,100.0,72.0,,,
Saïd Benrahma,Saïd Benrahma,100.0,337.0,,,
Josh Benson,Josh Benson,100.0,10.0,,,
Gaetano Berardi,Gaetano Berardi,100.0,8.0,,,
Jayden Bogle,Jayden Bogle,100.0,99.0,,,
Rhian Brewster,Rhian Brewster,100.0,43.0,,,
Nathan Broadhead,Nathan Broadhead,100.0,1.0,,,
Kean Bryan,Kean Bryan,100.0,29.0,,,
Oskar Buur,Oskar Buur,100.0,1.0,,,
Ian Carlo Poveda,Ian Carlo Poveda-Ocampo,95.0,14.0,,,
Scott Carson,Scott Carson,100.0,7.0,,,
Fabio Carvalho,Fábio Freitas Gouveia Carvalho,100.0,39.0,,,
Matty Cash,Matty Cash,100.0,121.0,,,
Kiko Casilla,Francisco Casilla Cortés,86.0,14.0,1.0,,
Timothy Castagne,Timothy Castagne,100.0,387.0,,,
Edinson Cavani,Edinson Cavani,100.0,133.0,,,
Carney Chukwuemeka,Carney Chukwuemeka,100.0,52.0,,,
Liam Cooper,Liam Cooper,100.0,150.0,,,
Theo Corbeanu,Theo Corbeanu,100.0,1.0,,,
Vladimír Coufal,Vladimír Coufal,100.0,82.0,,,
Stuart Dallas,Stuart Dallas,100.0,251.0,,,
Leif Davis,Leif Davis,100.0,2.0,,,
Liam Delap,Liam Delap,100.0,2.0,,,
Mbaye Diagne,Mbaye Diagne,100.0,57.0,,,
Amad Diallo,Amad Diallo,100.0,14.0,,,
Ibrahima Diallo,Ibrahima Diallo,100.0,94.0,,,
Rúben Dias,Rúben Gato Alves Dias,100.0,435.0,,,
Jimmy Dunne,Jimmy Dunne,100.0,9.0,,,
Kyle Edwards,Kyle Edwards,100.0,5.0,,,
Anthony Elanga,Anthony Elanga,100.0,206.0,,,
Eberechi Eze,Eberechi Eze,100.0,425.0,,,
Wesley Fofana,Wesley Fofana,100.0,125.0,,,
Tyrese Francois,Tyrese Francois,100.0,2.0,,,
Darnell Furlong,Darnell Furlong,100.0,79.0,,,
Conor Gallagher,Conor Gallagher,100.0,401.0,,,
Antwoine Hackford,Antwoine Hackford,100.0,3.0,,,
Jack Harrison,Jack Harrison,100.0,503.0,,,
Kai Havertz,Kai Havertz,100.0,473.0,,,
Michael Hector,Michael Hector,100.0,0.0,,,
Pablo Hernández,Pablo Hernández Domínguez,90.0,28.0,,,
Ki-Jana Hoever,Ki-Jana Hoever,100.0,27.0,,,
Niall Huggins,Niall Huggins,100.0,1.0,,,
Alexandre Jankewitz,Alexandre Jankewitz,100.0,-1.0,,,
Daniel Jebbison,Daniel Jebbison,100.0,12.0,,,
Sam Johnstone,Sam Johnstone,100.0,244.0,,,
Willian José,Willian José Da Silva,90.0,40.0,,,
Ozan Kabak,Ozan Kabak,100.0,44.0,,,
Caoimhín Kelleher,Caoimhin Kelleher,94.0,54.0,,,
Reda Khadra,Reda Khadra,100.0,1.0,,,
Mateusz Klich,Mateusz Klich,100.0,172.0,,,
Robin Koch,Robin Koch,100.0,116.0,,,
Filip Krovinović,Filip Krovinovic,94.0,17.0,,,
Khanya Leshabela,Thakgalo Leshabela,76.0,1.0,1.0,,
Diego Llorente,Diego Llorente,100.0,143.0,,,
Max Lowe,Max Lowe,100.0,20.0,,,
Gabriel Magalhães,Gabriel dos Santos Magalhães,86.0,511.0,1.0,,
Josh Maja,Josh Maja,100.0,40.0,,,
Fernando Marçal,Fernando Marçal,100.0,86.0,,,
Jean-Philippe Mateta,Jean-Philippe Mateta,100.0,253.0,,,
Hannibal Mejbri,Hannibal Mejbri,100.0,13.0,,,
Edouard Mendy,Edouard Mendy,100.0,294.0,,,
Illan Meslier,Illan Meslier,100.0,350.0,,,
Jakub Moder,Jakub Moder,100.0,97.0,,,
Jayson Molumby,Jayson Molumby,100.0,1.0,,,
Joel Mumbongo,Joel Mumbongo,100.0,3.0,,,
Iliman Ndiaye,Iliman Ndiaye,100.0,1.0,,,
Niels Nkounkou,Niels Nkounkou,100.0,2.0,,,
Dan Nlundulu,Daniel N'Lundulu,86.0,13.0,1.0,,
Dara O'Shea,Dara O'Shea,100.0,108.0,,,
Robin Olsen,Robin Olsen,100.0,52.0,,,
Owen Otasowie,Owen Otasowie,100.0,9.0,,,
Thomas Partey,Thomas Partey,100.0,224.0,,,
Bailey Peacock-Farrell,Bailey Peacock-Farrell,100.0,3.0,,,
Matheus Pereira,Matheus Pereira,100.0,153.0,,,
Kalvin Phillips,Kalvin Phillips,100.0,130.0,,,
Nathaniel Phillips,Nathaniel Phillips,100.0,71.0,,,
Jaden Philogene Bidace,Jaden Philogene-Bidace,100.0,3.0,,,
Jacob Ramsey,Jacob Ramsey,100.0,301.0,,,
Raphinha,Raphael Dias Belloli,100.0,278.0,,,
Sergio Reguilón,Sergio Reguilón,100.0,264.0,,,
Lewis Richardson,Lewis Richardson,100.0,2.0,,,
Tyler Roberts,Tyler Roberts,100.0,83.0,,,
Antonee Robinson,Antonee Robinson,100.0,255.0,,,
Marek Rodák,Marek Rodák,100.0,8.0,,,
Joe Rodon,Joe Rodon,100.0,30.0,,,
Rodrigo,Rodrigo Moreno,100.0,301.0,,,
James Rodríguez,James Rodríguez,100.0,101.0,,,
Mohammed Salisu,Mohammed Salisu,100.0,105.0,,,
Robert Sánchez,Robert Sánchez,100.0,368.0,,,
Morgan Sanson,Morgan Sanson,100.0,25.0,,,
Romaine Sawyers,Romaine Sawyers,100.0,33.0,,,
Dane Scarlett,Dane Scarlett,100.0,4.0,,,
Nélson Semedo,Nélson Cabral Semedo,86.0,343.0,1.0,,
Femi Seriki,Femi Seriki,100.0,1.0,,,
Jamie Shackleton,Jamie Shackleton,100.0,36.0,,,
Shola Shoretire,Shola Shoretire,100.0,3.0,,,
Fábio Silva,Fábio Silva,100.0,8.0,,,
Thiago Silva,Thiago Emiliano da Silva,100.0,304.0,,,
Zack Steffen,Zack Steffen,100.0,9.0,,,
Pascal Struijk,Pascal Struijk,100.0,172.0,,,
Percy Tau,Percy Tau,100.0,7.0,,,
Sidnei Tavares,Sidnei Tavares,100.0,3.0,,,
Allan Tchaptchet,Allan Tchaptchet,100.0,0.0,,,
Alex Telles,Alex Telles,100.0,0.0,,,
Kenny Tete,Kenny Tete,100.0,166.0,,,
William Thomas Fish,William Fish,100.0,1.0,,,
Ferrán Torres,Ferran Torres,92.0,121.0,,,
Conor Townsend,Conor Townsend,100.0,76.0,,,
Bertrand Traoré,Bertrand Traoré,100.0,170.0,,,
Kostas Tsimikas,Konstantinos Tsimikas,83.0,140.0,1.0,,
Cengiz Ünder,Cengiz Ünder,100.0,16.0,,,
Joël Veltman,Joël Veltman,100.0,328.0,,,
Carlos Vinícius,Carlos Vinícius Alves Morais,90.0,94.0,,,
João Virgínia,João Virgínia,100.0,2.0,,,
Vitinha,Vitor Ferreira,100.0,26.0,,,
Ollie Watkins,Ollie Watkins,100.0,695.0,,,
Caleb Watts,Caleb Watts,100.0,2.0,,,
Timo Werner,Timo Werner,100.0,236.0,,,
Ben White,Ben White,100.0,211.0,,,
Rhys Williams,Rhys Williams,100.0,28.0,,,
Okay Yokuşlu,Okay Yokuslu,92.0,34.0,,,
Andi Zeqiri,Andi Zeqiri,100.0,9.0,,,
Hakim Ziyech,Hakim Ziyech,100.0,182.0,,,
Martin Ødegaard,Martin Ødegaard,100.0,556.0,,,
Kristoffer Ajer,Kristoffer Ajer,100.0,172.0,,,
Cameron Archer,Cameron Archer,100.0,87.0,,,
Adam Armstrong,Adam Armstrong,100.0,111.0,,,
Harrison Ashby,Harrison Ashby,100.0,1.0,,,
Daniel Bachmann,Daniel Bachmann,100.0,25.0,,,
Leon Bailey,Leon Bailey,100.0,283.0,,,
Folarin Balogun,Folarin Balogun,100.0,2.0,,,
Shandon Baptiste,Shandon Baptiste,100.0,83.0,,,
Lewis Bate,Lewis Bate,100.0,3.0,,,
Mads Bech Sørensen,Mads Bech Sørensen,100.0,26.0,,,
Rodrigo Bentancur,Rodrigo Bentancur,100.0,151.0,,,
Mads Bidstrup,Mads Bidstrup,100.0,4.0,,,
Lewis Brunt,Lewis Brunt,100.0,2.0,,,
Moisés Caicedo,Moisés Caicedo,100.0,27.0,,,
Chem Campbell,Chem Campbell,100.0,6.0,,,
Sergi Canós,Sergi Canós,100.0,81.0,,,
Kayky Chagas,Kayky da Silva Chagas,86.0,1.0,1.0,,
Trevoh Chalobah,Trevoh Chalobah,100.0,182.0,,,
Daniel Chesters,Daniel Chesters,100.0,1.0,,,
Chiquinho,Francisco Jorge Tomás Oliveira,100.0,20.0,,,
Nathan Collins,Nathan Collins,100.0,186.0,,,
Maxwel Cornet,Maxwel Cornet,100.0,131.0,,,
Charlie Cresswell,Charlie Cresswell,100.0,4.0,,,
Cucho,Juan Camilo Hernández Suárez,100.0,62.0,,,
Marc Cucurella,Marc Cucurella,100.0,126.0,,,
Luke Cundle,Luke Cundle,100.0,7.0,,,
Patson Daka,Patson Daka,100.0,140.0,,,
Josh Dasilva,Josh Dasilva,100.0,84.0,,,
Emmanuel Dennis,Emmanuel Dennis,100.0,173.0,,,
Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100.0,152.0,,,
Luis Díaz,Luis Díaz,100.0,263.0,,,
Lewis Dobbin,Lewis Dobbin,100.0,19.0,,,
Kieran Dowell,Kieran Dowell,100.0,41.0,,,
Cody Drameh,Cody Drameh,100.0,1.0,,,
Odsonne Édouard,Odsonne Edouard,93.0,246.0,,,
CJ Egan-Riley,CJ Egan-Riley,100.0,0.0,,,
Emerson,Emerson Aparecido Leite de Souza Junior,90.0,102.0,,,
Oghenekaro Etebo,Oghenekaro Peter Etebo,95.0,10.0,,,
Evan Ferguson,Evan Ferguson,100.0,135.0,,,
Nathan Ferguson,Nathan Ferguson,100.0,1.0,,,
Álvaro Fernández,Álvaro Fernández,100.0,31.0,,,
Junior Firpo,Héctor Junior Firpo Adames,90.0,22.0,,,
Marcus Forss,Marcus Forss,100.0,11.0,,,
Tariqe Fosu,Tariqe Fosu-Henry,90.0,1.0,,,
Leo Fuhr Hjelde,Leo Fuhr Hjelde,100.0,2.0,,,
Alejandro Garnacho,Alejandro Garnacho,100.0,163.0,,,
Joe Gelhardt,Joe Gelhardt,100.0,63.0,,,
Saman Ghoddos,Saman Ghoddos,100.0,70.0,,,
Dimitris Giannoulis,Dimitris Giannoulis,100.0,39.0,,,
Bryan Gil,Bryan Gil Salvatierra,90.0,30.0,,,
Toti Gomes,Toti António Gomes,100.0,130.0,,,
Charlie Goode,Charlie Goode,100.0,10.0,,,
Kaide Gordon,Kaide Gordon,100.0,2.0,,,
Sam Greenwood,Sam Greenwood,100.0,45.0,,,
Marc Guéhi,Marc Guéhi,100.0,277.0,,,
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,90.0,307.0,,,
Hwang Hee-chan,Hwang Hee-chan,100.0,181.0,,,
Rico Henry,Rico Henry,100.0,233.0,,,
Tim Iroegbunam,Tim Iroegbunam,100.0,13.0,,,
Vitaly Janelt,Vitaly Janelt,100.0,258.0,,,
Pontus Jansson,Pontus Jansson,100.0,151.0,,,
Mathias Jensen,Mathias Jensen,100.0,283.0,,,
Samuel Kalu,Samuel Kalu,100.0,7.0,,,
Hassane Kamara,Hassane Kamara,100.0,38.0,,,
Edo Kayembe,Edo Kayembe,100.0,24.0,,,
Kristoffer Klaesson,Kristoffer Klaesson,100.0,2.0,,,
Ibrahima Konaté,Ibrahima Konaté,100.0,138.0,,,
Alex Král,Alex Kral,89.0,1.0,1.0,,
Juraj Kucka,Juraj Kucka,100.0,54.0,,,
Dejan Kulusevski,Dejan Kulusevski,100.0,306.0,,,
Pierre Lees-Melou,Pierre Lees-Melou,100.0,70.0,,,
Valentino Livramento,Valentino Livramento,100.0,0.0,,,
Imran Louza,Imrân Louza,91.0,31.0,,,
Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,90.0,19.0,,,
Bryan Mbeumo,Bryan Mbeumo,100.0,382.0,,,
James Mcatee,James McAtee,100.0,79.0,,,
Kasey McAteer,Kasey McAteer,100.0,1.0,,,
Liam McCarron,Liam McCarron,100.0,1.0,,,
Stuart McKinstry,Stuart McKinstry,100.0,1.0,,,
Tyler Morton,Tyler Morton,100.0,1.0,,,
Bali Mumba,Bali Mumba,100.0,0.0,,,
Enock Mwepu,Enock Mwepu,100.0,69.0,,,
Vitaliy Mykolenko,Vitalii Mykolenko,94.0,218.0,,,
Saúl Ñíguez,Saúl Ñíguez,100.0,16.0,,,
Nicolas Nkoulou,Nicolas Nkoulou,100.0,5.0,,,
Mathias Normann,Mathias Normann,100.0,52.0,,,
Christian Nørgaard,Christian Nørgaard,100.0,241.0,,,
Michael Olise,Michael Olise,100.0,312.0,,,
Andrew Omobamidele,Andrew Omobamidele,100.0,25.0,,,
Tyler Onyango,Tyler Onyango,100.0,4.0,,,
Frank Onyeka,Frank Onyeka,100.0,112.0,,,
Cole Palmer,Cole Palmer,100.0,252.0,,,
Sonny Perkins,Sonny Perkins,100.0,1.0,,,
Romain Perraud,Romain Perraud,100.0,109.0,,,
Ethan Pinnock,Ethan Pinnock,100.0,277.0,,,
Isaac Price,Isaac Price,100.0,1.0,,,
Przemysław Płacheta,Przemyslaw Placheta,89.0,18.0,1.0,,
Jesurun Rak Sakyi,Jesurun Rak-Sakyi,100.0,12.0,,,
Milot Rashica,Milot Rashica,100.0,70.0,,,
David Raya,David Raya Martin,90.0,389.0,,,
Taylor Richards,Taylor Richards,100.0,2.0,,,
Mads Roerslev,Mads Roerslev Rasmussen,90.0,162.0,,,
Cristian Romero,Cristian Romero,100.0,228.0,,,
Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,90.0,179.0,,,
Jon Rowe,Jonathan Rowe,100.0,16.0,,,
José Sá,José Malheiro de Sá,100.0,397.0,,,
Albert Sambi Lokonga,Albert Sambi Lokonga,100.0,92.0,,,
Jadon Sancho,Jadon Sancho,100.0,199.0,,,
Samir Santos,Samir Caetano de Souza Santos,100.0,36.0,,,
Josh Sargent,Joshua Sargent,92.0,60.0,,,
Jeremy Sarmiento,Jeremy Sarmiento,100.0,5.0,,,
Malang Sarr,Malang Sarr,100.0,30.0,,,
Francisco Sierralta,Francisco Sierralta,100.0,5.0,,,
Ellis Simms,Ellis Simms,100.0,19.0,,,
Boubakary Soumaré,Boubakary Soumaré,100.0,77.0,,,
Tony Springett,Tony Springett,100.0,3.0,,,
Jason Steele,Jason Steele,100.0,108.0,,,
Finley Stevens,Finley Stevens,100.0,1.0,,,
Crysencio Summerville,Crysencio Summerville,100.0,80.0,,,
Jakob Sørensen,Jacob Sørensen,93.0,9.0,,,
Nuno Tavares,Nuno Varela Tavares,100.0,60.0,,,
Dominic Thompson,Dominic Thompson,100.0,3.0,,,
Takehiro Tomiyasu,Takehiro Tomiyasu,100.0,162.0,,,
Ivan Toney,Ivan Toney,100.0,373.0,,,
Francisco Trincão,Francisco Machado Mota de Castro Trincão,100.0,66.0,,,
William Troost-Ekong,William Troost-Ekong,100.0,18.0,,,
Ozan Tufan,Ozan Tufan,100.0,10.0,,,
Christos Tzolis,Christos Tzolis,100.0,16.0,,,
Raphaël Varane,Raphaël Varane,100.0,195.0,,,
Wout Weghorst,Wout Weghorst,100.0,79.0,,,
Yoane Wissa,Yoane Wissa,100.0,314.0,,,
Freddie Woodman,Freddie Woodman,100.0,9.0,,,
Nathan Young-Coombes,Nathan Young-Coombes,100.0,1.0,,,
Brenden Aaronson,Brenden Aaronson,100.0,83.0,,,
George Abbott,George Abbott,100.0,1.0,,,
Tyler Adams,Tyler Adams,100.0,51.0,,,
Nayef Aguerd,Nayef Aguerd,100.0,94.0,,,
Naouirou Ahamada,Naouirou Ahamada,100.0,24.0,,,
Manuel Akanji,Manuel Akanji,100.0,180.0,,,
Carlos Alcaraz,Carlos Alcaraz,100.0,55.0,,,
Julián Álvarez,Julián Álvarez,100.0,255.0,,,
Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,100.0,1.0,,,
Jaidon Anthony,Jaidon Anthony,100.0,64.0,,,
Antony,Antony Matheus dos Santos,90.0,128.0,,,
Joe Aribo,Joe Ayodele-Aribo,86.0,46.0,1.0,,
Ludwig Augustinsson,Ludwig Augustinsson,100.0,2.0,,,
Taiwo Awoniyi,Taiwo Awoniyi,100.0,165.0,,,
Yasin Ayari,Yasin Ayari,100.0,3.0,,,
Benoît Badiashile,Benoît Badiashile,100.0,73.0,,,
Stefan Bajcetic,Stefan Bajcetic,100.0,23.0,,,
Dominic Ballard,Dominic Ballard,100.0,2.0,,,
Gavin Bazunu,Gavin Bazunu,100.0,84.0,,,
Armel Bella Kotchap,Armel Bella-Kotchap,100.0,49.0,,,
Daniel Bentley,Daniel Bentley,100.0,23.0,,,
Victor Bernth Kristiansen,Victor Kristiansen,95.0,16.0,,,
Owen Bevan,Owen Bevan,100.0,1.0,,,
Giulian Biancone,Giulian Biancone,100.0,2.0,,,
Sven Botman,Sven Botman,100.0,180.0,,,
James Bree,James Bree,100.0,4.0,,,
Hugo Bueno,Hugo Bueno,100.0,0.0,,,
Facundo Buonanotte,Facundo Buonanotte,100.0,79.0,,,
Cafú,Carlos Ribeiro Dias,100.0,1.0,,,
Duje Ćaleta-Car,Duje Caleta-Car,93.0,28.0,,,
Thomas Cannon,Thomas Cannon,100.0,3.0,,,
Diego Carlos,Diego Carlos Santos Silva,90.0,58.0,,,
Casemiro,Carlos Henrique Casimiro,79.0,137.0,1.0,,
Shea Charles,Shea Charles,100.0,1.0,,,
Ryan Christie,Ryan Christie,100.0,149.0,,,
Bobby Clark,Bobby Clark,100.0,6.0,,,
Jack Colback,Jack Colback,100.0,14.0,,,
Levi Colwill,Levi Colwill,100.0,111.0,,,
Conor Coventry,Conor Coventry,100.0,1.0,,,
Matthew Craig,Matthew Craig,100.0,1.0,,,
Matheus Cunha,Matheus Santos Carneiro Da Cunha,100.0,167.0,,,
Mikkel Damsgaard,Mikkel Damsgaard,100.0,74.0,,,
David Datro Fofana,David Datro Fofana,100.0,52.0,,,
Siriki Dembélé,Siriki Dembélé,100.0,6.0,,,
Halil Dervişoğlu,Halil Dervişoğlu,100.0,4.0,,,
Ben Doak,Ben Doak,100.0,3.0,,,
Cheick Doucouré,Cheick Doucouré,100.0,95.0,,,
Flynn Downes,Flynn Downes,100.0,27.0,,,
Kami Doyle,Kamari Doyle,91.0,1.0,,,
Jhon Durán,Jhon Durán,100.0,47.0,,,
Malcolm Ebiowei,Malcolm Ebiowei,100.0,3.0,,,
Samuel Edozie,Samuel Edozie,100.0,23.0,,,
Julio Enciso,Julio Enciso,100.0,73.0,,,
Pervis Estupiñán,Pervis Estupiñán,100.0,185.0,,,
Wout Faes,Wout Faes,100.0,78.0,,,
Felipe,Felipe Augusto de Almeida Monteiro,100.0,32.0,,,
João Félix,João Félix Sequeira,90.0,44.0,,,
Enzo Fernández,Enzo Fernández,100.0,119.0,,,
Remo Freuler,Remo Freuler,100.0,54.0,,,
Cody Gakpo,Cody Gakpo,100.0,188.0,,,
Wilfried Gnonto,Wilfried Gnonto,100.0,55.0,,,
João Gomes,João Victor Gomes da Silva,100.0,92.0,,,
Sergio Gómez,Sergio Gómez,100.0,30.0,,,
Gonçalo Guedes,Gonçalo Bento Soares Cardoso,86.0,0.0,,,
Darko Gyabi,Darko Gyabi,100.0,1.0,,,
Erling Haaland,Erling Haaland,100.0,472.0,,,
Lewis Hall,Lewis Hall,100.0,48.0,,,
Luke Harris,Luke Harris,100.0,5.0,,,
Jan Paul van Hecke,Jan Paul van Hecke,100.0,67.0,,,
Aaron Hickey,Aaron Hickey,100.0,80.0,,,
Jack Hinshelwood,Jack Hinshelwood,100.0,43.0,,,
Joseph Hodge,Joseph Hodge,100.0,5.0,,,
Omari Hutchinson,Omari Hutchinson,100.0,1.0,,,
Alexander Isak,Alexander Isak,100.0,254.0,,,
Daniel Iversen,Daniel Iversen,100.0,29.0,,,
Brennan Johnson,Brennan Johnson,100.0,240.0,,,
Mateo Joseph,Mateo Joseph Fernández,90.0,3.0,,,
Hamed Junior Traorè,Hamed Traorè,100.0,17.0,,,
Sasa Kalajdzic,Sasa Kalajdzic,100.0,25.0,,,
Boubacar Kamara,Boubacar Kamara,100.0,84.0,,,
Thilo Kehrer,Thilo Kehrer,100.0,69.0,,,
Jakub Kiwior,Jakub Kiwior,100.0,92.0,,,
Kalidou Koulibaly,Kalidou Koulibaly,100.0,74.0,,,
Rasmus Kristensen,Rasmus Kristensen,100.0,51.0,,,
Layvin Kurzawa,Layvin Kurzawa,100.0,2.0,,,
Juan Larios,Juan Larios López,90.0,4.0,,,
Roméo Lavia,Roméo Lavia,100.0,58.0,,,
Dexter Lembikisa,Dexter Lembikisa,100.0,1.0,,,
Clément Lenglet,Clément Lenglet,100.0,88.0,,,
Rico Lewis,Rico Lewis,100.0,80.0,,,
Keane Lewis-Potter,Keane Lewis-Potter,100.0,84.0,,,
Renan Lodi,Renan Augusto Lodi dos Santos,86.0,56.0,1.0,,
Jamal Lowe,Jamal Lowe,100.0,2.0,,,
Saša Lukić,Saša Lukić,100.0,43.0,,,
Noni Madueke,Noni Madueke,100.0,96.0,,,
Kobbie Mainoo,Kobbie Mainoo,100.0,64.0,,,
Tyrell Malacia,Tyrell Malacia,100.0,62.0,,,
Orel Mangala,Orel Mangala,100.0,90.0,,,
Sekou Mara,Sékou Mara,90.0,32.0,,,
Emiliano Marcondes,Emiliano Marcondes,100.0,1.0,,,
Marquinhos,Marcus Oliveira Alencar,100.0,1.0,,,
Lisandro Martínez,Lisandro Martínez,100.0,94.0,,,
Pape Matar Sarr,Pape Matar Sarr,100.0,95.0,,,
Kevin Mbabu,Kevin Mbabu,100.0,7.0,,,
Scott McKenna,Scott McKenna,100.0,52.0,,,
Weston McKennie,Weston McKennie,100.0,31.0,,,
Alex Mighten,Alex Mighten,100.0,1.0,,,
Lewis Miley,Lewis Miley,100.0,45.0,,,
Kaoru Mitoma,Kaoru Mitoma,100.0,212.0,,,
Kieffer Moore,Kieffer Moore,100.0,71.0,,,
Andrew Moran,Andrew Moran,100.0,1.0,,,
Álex Moreno,Alexandre Moreno Lopera,86.0,121.0,1.0,,
Divin Mubama,Divin Mubama,100.0,8.0,,,
Mykhailo Mudryk,Mykhailo Mudryk,100.0,111.0,,,
Keylor Navas,Keylor Navas,100.0,43.0,,,
Neto,Norberto Murara Neto,90.0,201.0,,,
Moussa Niakhate,Moussa Niakhaté,93.0,53.0,,,
Matheus Nunes,Matheus Luiz Nunes,95.0,112.0,,,
Darwin Núñez,Darwin Núñez Ribeiro,90.0,230.0,,,
Ethan Nwaneri,Ethan Nwaneri,100.0,2.0,,,
Lewis O'Brien,Lewis O'Brien,100.0,22.0,,,
Odeluga Offiah,Odeluga Offiah,100.0,3.0,,,
Amadou Onana,Amadou Onana,100.0,138.0,,,
